연번,시도교육청명,행정표준코드,학교명,학교종류명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명
5362,경기도교육청,7551082,성남장안초등학교,초등학교,공립,13583,경기도 성남시 분당구 장안로51번길 10,/ (분당동/성남장안초등학교) ,031-701-7074,snjangan-e.goesn.kr,남여공학,031-701-7076,  
5363,경기도교육청,7551047,성남정자초등학교,초등학교,공립,13554,경기도 성남시 분당구 분당수서로 442,/ 성남정자초등학교 (정자동),031-711-5197,https://snjj-e.goesn.kr,남여공학,031-711-4347,  
5364,경기도교육청,7551046,성남제일초등학교,초등학교,공립,13255,경기도 성남시 중원구 광명로 184,/ 23 (중앙동),031-746-6712,snji-e.goesn.kr,남여공학,031-734-6317,  
5365,경기도교육청,7551083,성남중앙초등학교,초등학교,공립,13360,경기도 성남시 중원구 원터로94번길 7,/ 성남중앙초등학교 (성남동),031-754-3982,https://snjungang-e.goesn.kr/snjungang-e/main.do,남여공학,031-754-3964,  
5366,경기도교육청,7551025,성남중학교,중학교,공립,13370,경기도 성남시 중원구 원터로 64,(성남동),031-751-8748,https://seongnam-ms.goesn.kr/,남여공학,031-751-8749,  
5367,경기도교육청,7551072,성남초등학교,초등학교,공립,13282,경기도 성남시 수정구 수정로 233,/ 성남초등학교 (태평동),031-755-1129,https://sn-e.goesn.kr/,남여공학,031-755-1432,
5368,경기도교육청,7531256,성남테크노과학고등학교,고등학교,공립,13406,경기도 성남시 중원구 둔촌대로258번길 7,(하대원동),031-753-0253,https://sts-h.goesn.kr/sts-h/main.do,남여공학,031-753-0255,특성화고
5369,경기도교육청,7530422,성남혜은학교,특수학교,공립,13145,경기도 성남시 수정구 희망로518번길 8,/ 성남혜은학교 (단대동),031-734-5022,hyeeun-s.goesn.kr/hyeeun-s/main.do,남여공학,031-733-8973,
5370,경기도교육청,7551233,성남화랑초등학교,초등학교,공립,13533,경기도 성남시 분당구 동판교로 77,(백현동),031-703-2600,hwarang-e.goesn.kr,남여공학,031-703-4433,
5371,경기도교육청,7621069,성라초등학교,초등학교,공립,10469,경기도 고양시 덕양구 호국로716번길 13-19,/ 성라초등학교 (성사동),031-966-4205,http://sungra.es.kr,남여공학,031-966-4209,
5372,경기도교육청,7530528,성문고등학교,고등학교,사립,14097,경기도 안양시 만안구 성결대학로64번길 9,/ 성문고등학교 (안양동),031-449-3607,www.sungmoon.hs.kr,남여공학,070-4369-2881,일반고
5373,경기도교육청,7569075,성문중학교,중학교,사립,14097,경기도 안양시 만안구 성결대학로64번길 9,(안양동/성문중학교),031-446-6484,www.sungmoon.ms.kr,남여공학,070-4369-2880,  
5374,경기도교육청,7531054,성보경영고등학교,고등학교,사립,13132,경기도 성남시 수정구 논골로 82,(단대동),031-742-7714,seongbo-h.goesn.kr,남여공학,031-746-7043,특성화고
5375,경기도교육청,7530973,성복고등학교,고등학교,공립,16807,경기도 용인시 수지구 도마치로 92,(성복동/ 성복고등학교),031-8008-1327,https://seongbok-h.goeyi.kr,남여공학,031-8008-1320,일반고
5376,경기도교육청,7751031,성복중학교,중학교,공립,16850,경기도 용인시 수지구 성복2로78번길 51,(성복동),031-272-6255,sungbok-m.goeyi.kr,남여공학,031-272-6256,  
5377,경기도교육청,7751092,성복초등학교,초등학교,공립,16850,경기도 용인시 수지구 성복2로78번길 52,(성복동/성복초등학교),031-266-2204,http://sungbok-e.goeyi.kr,남여공학,031-266-2205,  
5378,경기도교육청,7530770,성사고등학교,고등학교,공립,10294,경기도 고양시 덕양구 호국로 869,/ 성사고등학교 (성사동),031-960-9105,www.seongsa.hs.kr,남여공학,031-963-9130,일반고
5379,경기도교육청,7621187,성사중학교,중학교,공립,10294,경기도 고양시 덕양구 호국로 887,/ 성사중학교 (성사동),031-967-2516,www.seongsa.ms.kr,남여공학,031-967-2518,
5380,경기도교육청,7621070,성사초등학교,초등학교,공립,10466,경기도 고양시 덕양구 호국로834번길 89,/ 성사초등학교 (성사동/성사초등학교),031-965-2163,http://www.seongsa.kr,남여공학,031-967-4936,  
5381,경기도교육청,7679080,성산초등학교,초등학교,공립,18129,경기도 오산시 성호대로 43,/ 성산초등학교 (오산동),031-377-4323,www.sungsan.es.kr,남여공학,031-377-4326,  
5382,경기도교육청,7751303,성서중학교,중학교,공립,16855,경기도 용인시 수지구 성복1로 137,(성복동),031-8008-1500,seongseo-m.goeyi.kr ,남여공학,031-261-8772,  
5383,경기도교육청,7751295,성서초등학교,초등학교,공립,16807,경기도 용인시 수지구 성복2로 210,/ 성서초등학교 (성복동),031-896-7243,https://sungseocho-e.goeyi.kr/sungseocho-e/main.do,남여공학,031-896-7241,
5384,경기도교육청,7621071,성석초등학교,초등학교,공립,10257,경기도 고양시 일산동구 문봉길 110,(문봉동/ 성석초등학교),031-977-7198,www.seongseok.es.kr,남여공학,031-977-0878,  
5385,경기도교육청,7551084,성수초등학교,초등학교,공립,13314,경기도 성남시 수정구 모란로 11,(수진동/성수초등학교),031-752-9603,http://seongsu-e.goesn.kr,남여공학,031-755-3947,  
5386,경기도교육청,7621072,성신초등학교,초등학교,공립,10494,경기도 고양시 덕양구 성신로 104,/ 성신초등학교 (행신동),031-973-2225,www.seongsin-e.es.kr,남여공학,031-973-2229,  
5387,경기도교육청,7530431,성심학교,특수학교,사립,18102,경기도 오산시 독산성로 140-24,(지곶동/성심학교),031-370-7930,www.seongsim.sc.kr,남여공학,031-370-7940,
5388,경기도교육청,7530475,성안고등학교,고등학교,공립,15578,경기도 안산시 상록구 용신로 170,(사동/성안고등학교),031-363-0500,www.seongan.hs.kr,남여공학,031-363-0699,일반고
5389,경기도교육청,7611028,성안중학교,중학교,공립,15503,경기도 안산시 상록구 석호로 81,/ 성안중학교 (사동),031-362-4288,www.sungan.ms.kr,남여공학,031-437-3587,  
5390,경기도교육청,7611053,성안초등학교,초등학교,공립,15501,경기도 안산시 상록구 삼리로 119,(사동),031-437-3275,www.seongan.es.kr,남여공학,031-437-3276,  
5391,경기도교육청,7530423,성은학교,특수학교,공립,13508,경기도 성남시 분당구 돌마로 866,(야탑동/ 성은학교),031-706-6983,https://sbse-s.goesn.kr,남여공학,031-704-1084,
5392,경기도교육청,7530167,성일고등학교,고등학교,사립,13370,경기도 성남시 중원구 시민로77번길 10,/ 성일고등학교 (성남동),031-750-1800,https://sungil-h.goesn.kr/sungil-h/main.do,남,031-721-7580,일반고
5393,경기도교육청,7530591,성일정보고등학교,고등학교,사립,13370,경기도 성남시 중원구 시민로77번길 10-2,/ 성일정보고등학교 (성남동/ 성일고/ 성일정보고/ 성일중),031-720-1300,www.sungil-i.kr,남여공학,031-756-9659,특성화고
5394,경기도교육청,7551041,성일중학교,중학교,사립,13370,경기도 성남시 중원구 시민로77번길 10-1,(성일고/ 성일정보고/ 성일중),031-720-2700,https://sungil-m.goesn.kr,남여공학,031-756-8762,
5395,경기도교육청,7621073,성저초등학교,초등학교,공립,10369,경기도 고양시 일산서구 성저로 92,/ 성저초등학교 (대화동),031-915-0211,www.seongjeo.es.kr,남여공학,031-915-0215,  
5396,경기도교육청,7581032,성주중학교,중학교,공립,14744,경기도 부천시 성주로 24,(송내동/ 성주중학교),070-7099-8820,https://sungju-m.goebc.kr,남여공학,032-651-3807,  
5397,경기도교육청,7581083,성주초등학교,초등학교,공립,14746,경기도 부천시 성주로 118,(송내동/ 성주초등학교),070-7099-3794,http://www.sungju.es.kr,남여공학,032-662-3342,  
5398,경기도교육청,7530767,성지고등학교,고등학교,공립,16979,경기도 용인시 기흥구 갈곡로12번길 13,(구갈동),031-547-3320,https://seongji-h.goeyi.kr,남여공학,031-547-3335,일반고
5399,경기도교육청,7751014,성지중학교,중학교,공립,16977,경기도 용인시 기흥구 강남서로 26,(구갈동/ 성지중학교),031-547-5600,https://yiseongji-m.goeyi.kr/,남여공학,031-284-9708,  
5400,경기도교육청,7751049,성지초등학교,초등학교,공립,16977,경기도 용인시 기흥구 강남서로 38,성지초등학교,031-287-7144,ysungji-e.goeyi.kr,남여공학,031-287-7145,
5401,경기도교육청,7530765,성포고등학교,고등학교,공립,15293,경기도 안산시 상록구 충장로 538,"(성포동, 성포고등학교)",031-599-9158,seongpo-h.goeas.kr,남여공학,031-599-9291,일반고
5402,경기도교육청,7611018,성포중학교,중학교,공립,15281,경기도 안산시 상록구 월피로 73,(월피동),031-8063-1600,http://www.seongpo1.ms.kr/,남여공학,031-487-7505,
5403,경기도교육청,7611054,성포초등학교,초등학교,공립,15290,경기도 안산시 상록구 안산천동로 90,/ 성포초등학교 (성포동),031-487-4312,www.sungpho.es.kr,남여공학,031-487-4327,  
5404,경기도교육청,7530086,성호고등학교,고등학교,공립,18150,경기도 오산시 동부대로436번길 46,(원동/성호고등학교),031-371-7114,www.sungho.hs.kr,남여공학,031-371-7113,일반고
5405,경기도교육청,7679114,성호중학교,중학교,공립,18150,경기도 오산시 동부대로436번길 34,(원동/ 성호중학교),031-374-0147,www.seongho.ms.kr,남여공학,031-374-0149,  
5406,경기도교육청,7679081,성호초등학교,초등학교,공립,18135,경기도 오산시 성호새싹길 8,/ 성호초등학교 (오산동),031-374-2046,http://www.sungho.es.kr/wah/main/index.htm,남여공학,031-375-4338,  
5407,경기도교육청,7530947,세경고등학교,고등학교,사립,10834,경기도 파주시 파주읍 술이홀로 379,(파주읍),031-950-9920,www.pjsg.hs.kr,남여공학,031-953-3957,특성화고
5408,경기도교육청,7541084,세곡초등학교,초등학교,공립,16568,경기도 수원시 권선구 세권로207번길 32,/ 세곡초등학교 (권선동),031-237-6944,http://segok-e.goesw.kr,남여공학,031-239-6431,  
5409,경기도교육청,7531046,세교고등학교,고등학교,공립,18108,경기도 오산시 수청로 112,/ 세교고등학교 (금암동),031-8077-8100,http://segyo.hs.kr/,남여공학,031-8077-8220,일반고
5410,경기도교육청,7631010,세교중학교,중학교,공립,17842,경기도 평택시 영신로 198,(세교동) 세교중학교,031-615-9100,segyo-m.goept.kr,남여공학,031-651-9103,
5411,경기도교육청,7631039,세교초등학교,초등학교,공립,17837,경기도 평택시 세교공원로 32,(세교동),031-653-6071,https://sekyo-e.goept.kr,남여공학,031-647-8651,  
5412,경기도교육청,7679508,세담초등학교,초등학교,공립,18122,경기도 오산시 궐동로 4,", - (궐동)",031-000-0000,http://,남여공학,,
5413,경기도교육청,7541010,세류중학교,중학교,공립,16594,경기도 수원시 권선구 덕영대로1031번길 6,/ 세류중학교 (세류동),031-898-9911,http://seryu-m.goesw.kr,남여공학,031-898-9912,  
5414,경기도교육청,7541085,세류초등학교,초등학교,공립,16459,경기도 수원시 권선구 세류로 78,(세류초등학교),031-232-2883,https://seryu-e.goesw.kr,남여공학,031-239-6945,  
5415,경기도교육청,7530936,세마고등학교,고등학교,공립,18107,경기도 오산시 수목원로 559-17,(세교동/ 세마고등학교),031-370-5000,http://sema.hs.kr,남여공학,031-370-5004,일반고
5416,경기도교육청,7679285,세마중학교,중학교,공립,18107,경기도 오산시 수목원로 559-9,(세교동/ 세마중학교),031-378-5007,http://www.sema.ms.kr,남여공학,031-378-5894,
5417,경기도교육청,7679434,세마초등학교,초등학교,공립,18102,경기도 오산시 세마문학로 45,(지곶동),031-375-9369,https://sema-e.goehs.kr,남여공학,031-375-9366,
5418,경기도교육청,7679321,세미초등학교,초등학교,공립,18113,경기도 오산시 내삼미로 127,/ 세미초등학교 (내삼미동),031-378-5802,http://www.semi.es.kr,남여공학,031-378-5806,
5419,경기도교육청,7631227,세아초등학교,초등학교,공립,17842,경기도 평택시 세교4로 50,/ 세아초등학교 (세교동),031-650-2100,https://se-a-e.goept.kr/se-a-e/main.do,남여공학,031-692-2151,
5420,경기도교육청,7530169,세원고등학교,고등학교,사립,10305,경기도 고양시 일산동구 숲속마을로 202,(풍동/세원고등학교),031-870-8300,www.sewon.hs.kr,남여공학,031-870-8301,일반고
5421,경기도교육청,7731023,세월초등학교,초등학교,공립,12573,경기도 양평군 강상면 세월길147번길 2,/ 세월초등학교 (강상면),031-772-3504,https://sewall-e.goeyp.kr/sewall-e/main.do,남여공학,031-772-9120,  
5422,경기도교육청,7661013,세정중학교,중학교,사립,12641,경기도 여주시 세종대왕면 양화로 697,(세종대왕면/ 세정중학교),031-882-4700,https://sejung-m.goeyj.kr,남여공학,031-883-9336,
5423,경기도교육청,7679421,세정초등학교,초등학교,공립,18503,경기도 화성시 동탄순환대로12길 74,/ 세정초등학교 (산척동),031-8019-9222,http://sejeong.es.kr,남여공학,031-8019-9228,
5424,경기도교육청,7531051,세종고등학교,고등학교,공립,12620,경기도 여주시 청심로 221,(상동/ 세종고등학교),031-883-1120,https://se-jong-h.goeyj.kr,남여공학,031-884-1140,일반고
5425,경기도교육청,7661072,세종중학교,중학교,공립,12650,경기도 여주시 세종로 204-17,(교동/ 세종중학교),031-884-6175,yjsejong-m.goeyj.kr,남여공학,031-884-6176,  
5426,경기도교육청,7661016,세종초등학교,초등학교,공립,12650,경기도 여주시 세종로 204-19,(교동/세종초등학교),031-880-2600,https://sejong-e.goeyj.kr,남여공학,031-882-0273,  
5427,경기도교육청,7530262,소래고등학교,고등학교,공립,14950,경기도 시흥시 수인로3287번길 26,(은행동/소래고등학교),031-313-6182,www.sorae.hs.kr,남여공학,031-312-8364,일반고
5428,경기도교육청,7781003,소래중학교,중학교,공립,14920,경기도 시흥시 은행로 60,/ 소래중학교 (은행동),031-8042-5272,http://sorae.ms.kr,남여공학,031-315-8205,
5429,경기도교육청,7781015,소래초등학교,초등학교,공립,14904,경기도 시흥시 호현로 27번길,/ 14/ 소래초등학교 (신천동),031-311-9050,www.sorae.es.kr,남여공학,031-312-5272,  
5430,경기도교육청,7621074,소만초등학교,초등학교,공립,10529,경기 고양시 덕양구 화신로 48,(행신동/소만초등학교),031-970-2145,www.soman.es.kr,남여공학,031-970-2147,
5431,경기도교육청,7530170,소명여자고등학교,고등학교,사립,14647,경기도 부천시 원미구 부일로 571번길,/ 84 ,070-7099-5521,https://somyong-h.goebc.kr,여,032-349-5524,일반고
